(1303601.0, 1304026.21346, 34.61242996, 1304627.0, 1303620.0)
(1303909.0, 1303909.0, 0.01, 1304074.0, 1303909.0)
(1303602.0, 1303969.26683, 1.443, 1303857.0, 1303621.0)
(1304017.0, 1303723.39881, 1.038, 1304069.0, 1304017.0)
(1303888.0, 1304311.55543, 0.90108638, 1304349.0, 1303888.0)
(1303860.0, 1304381.56452, 1.167, 1304094.0, 1304055.0)
(1304450.0, 1304497.82805, 2.66579944, 1304500.0, 1304450.0)
(1304500.0, 1304601.9389, 12.81691362, 1304749.0, 1304500.0)
(1304749.0, 1304314.02677, 3.62700046, 1304562.0, 1304132.0)
(1304450.0, 1304156.29846, 0.2454, 1304450.0, 1304004.0)
(1304005.0, 1304723.82353, 33.483, 1304641.0, 1304430.0)
(1304450.0, 1304450.0, 0.095, 1304450.0, 1304430.0)
(1304450.0, 1304441.62358, 0.477734, 1304633.0, 1304500.0)
(1304613.0, 1304348.73516, 1.77000046, 1304600.0, 1304070.0)
(1304430.0, 1304428.0303, 0.33, 1304613.0, 1304430.0)
(1304112.0, 1304702.5387, 10.8, 1304489.0, 1304112.0)
(1304113.0, 1304602.43261, 1.343, 1304440.0, 1304431.0)
(1304125.0, 1304312.08924, 3.719, 1304439.0, 1304349.0)
(1304127.0, 1304415.9095, 6.818, 1304357.0, 1304127.0)
(1304350.0, 1304513.74915, 5.535, 1304450.0, 1304256.0)
(1304200.0, 1304693.68966, 3.155, 1305000.0, 1304200.0)
(1304499.0, 1304499.0, 0.00719985, 1304499.0, 1304254.0)
(1304200.0, 1304427.11888, 1.93049987, 1304438.0, 1304200.0)
(1304000.0, 1304754.43204, 25.201, 1305799.0, 1304202.0)
(1305602.0, 1305536.3374, 0.285, 1305666.0, 1305602.0)
(1305000.0, 1305049.82877, 5.385, 1305000.0, 1304600.0)
(1304616.0, 1304934.21187, 8.36712718, 1305000.0, 1304616.0)
(1304628.0, 1305019.56877, 2.0114, 1305682.0, 1304628.0)
(1305550.0, 1305056.30045, 2.43927707, 1305550.0, 1305010.0)
(1304892.0, 1305393.41441, 2.48509499, 1304834.0, 1304665.0)
(1305574.0, 1305416.62678, 1.81591251, 1305575.0, 1305574.0)
(1305687.0, 1305401.20476, 2.59211271, 1305687.0, 1305442.0)
(1304998.0, 1304998.07797, 0.92893297, 1304998.0, 1304988.0)
(1305000.0, 1305479.29016, 1.274, 1305681.0, 1305000.0)
(1305933.0, 1305823.38142, 2.124, 1305933.0, 1305829.0)
(1305444.0, 1305361.69475, 0.68, 1305537.0, 1305444.0)
(1305846.0, 1305938.73501, 12.15, 1305846.0, 1305423.0)
(1305423.0, 1305666.83969, 0.262, 1305846.0, 1305475.0)
(1307720.0, 1306694.9094, 11.6053, 1307720.0, 1305916.0)
(1307121.0, 1306034.63342, 1.173, 1307596.0, 1307121.0)
(1307114.0, 1307485.61294, 1.4184, 1307114.0, 1306168.0)
(1306312.0, 1307206.70247, 0.56388038, 1307604.0, 1306312.0)
(1306998.0, 1306823.09008, 0.18643882, 1306998.0, 1306535.0)
(1306617.0, 1306559.79179, 0.289, 1306617.0, 1306564.0)
(1305574.0, 1306011.79724, 3.89179996, 1306312.0, 1305574.0)
(1305574.0, 1306257.18434, 4.933, 1306624.0, 1305574.0)
(1306617.0, 1306609.11811, 1.27, 1306623.0, 1306617.0)
(1306000.0, 1306473.95719, 0.841, 1306500.0, 1306400.0)
(1306612.0, 1306441.49519, 1.368, 1306591.0, 1306400.0)
(1306000.0, 1306374.12376, 2.39, 1306486.0, 1306000.0)
(1306001.0, 1306176.85397, 0.315, 1306477.0, 1306001.0)
(1306488.0, 1306488.0, 0.17, 1306488.0, 1306402.0)
(1306488.0, 1306135.10929, 1.356, 1306487.0, 1306199.0)
(1305575.0, 1305986.7486, 3.511, 1306487.0, 1305575.0)
(1306400.0, 1306320.46878, 0.12400456, 1306351.0, 1306002.0)
(1306484.0, 1306211.58959, 1.96, 1306484.0, 1306041.0)
(1306368.0, 1306432.62788, 6.1360009, 1306252.0, 1306057.0)
(1306400.0, 1306353.00011, 0.77000061, 1306487.0, 1306400.0)
(1306483.0, 1306431.97784, 3.89216639, 1306483.0, 1306405.0)
(1306486.0, 1306437.16209, 0.83790032, 1306486.0, 1306199.0)
(1306070.0, 1306331.69975, 0.393, 1306486.0, 1306070.0)
(1306067.0, 1306281.09363, 0.66545224, 1306210.0, 1306077.0)
(1306210.0, 1306187.43836, 0.365, 1306210.0, 1306200.0)
(1306201.0, 1306202.74194, 0.062, 1306210.0, 1306200.0)
(1306200.0, 1306200.0, 0.15345296, 1306209.0, 1306200.0)
(1306002.0, 1306110.18729, 2.48084704, 1306002.0, 1306001.0)
(1306002.0, 1306000.14025, 5.861, 1306002.0, 1305990.0)
(1305722.0, 1305940.22663, 1.503, 1305727.0, 1305722.0)
(1305700.0, 1305700.14046, 0.78737621, 1305700.0, 1305574.0)
(1305990.0, 1305660.02477, 1.615, 1305990.0, 1305575.0)
(1305685.0, 1305921.60614, 1.03479986, 1305685.0, 1305575.0)
(1305603.0, 1305614.0, 0.155, 1305698.0, 1305590.0)
(1305575.0, 1305366.34871, 3.92359967, 1305199.0, 1305033.0)
(1305574.0, 1305546.80956, 0.83179974, 1305574.0, 1305566.0)
(1305562.0, 1305226.38655, 2.895, 1305500.0, 1305000.0)
(1304950.0, 1304960.65002, 2.97107328, 1305249.0, 1305219.0)
(1304950.0, 1304959.87911, 8.67154022, 1305254.0, 1304950.0)
(1305066.0, 1305409.34499, 2.143, 1305202.0, 1304952.0)
(1305190.0, 1304992.54673, 3.424, 1305169.0, 1304951.0)
(1305190.0, 1304977.41193, 1.55735928, 1305187.0, 1304950.0)
(1305147.0, 1305147.0, 0.032, 1305187.0, 1305147.0)
(1305144.0, 1305343.14212, 0.7371, 1305499.0, 1305188.0)
(1304480.0, 1304541.92736, 9.545, 1304777.0, 1304481.0)
(1304693.0, 1304719.54839, 0.31, 1304790.0, 1304693.0)
(1304896.0, 1304592.41585, 2.347, 1304896.0, 1304555.0)
(1305187.0, 1305114.82496, 0.605, 1305187.0, 1304896.0)
(1304896.0, 1304900.45902, 0.244, 1305168.0, 1304896.0)
(1304896.0, 1305160.86064, 0.8869, 1305187.0, 1304896.0)
(1305363.0, 1305023.51333, 1.647, 1305363.0, 1304952.0)
(1304896.0, 1304960.92131, 10.634, 1305424.0, 1304896.0)
(1305306.0, 1305186.192, 0.625, 1305134.0, 1305013.0)
(1305167.0, 1304924.0143, 10.414, 1305167.0, 1305018.0)
(1305018.0, 1305037.48052, 0.38243323, 1305166.0, 1305018.0)
(1305167.0, 1305095.06593, 0.19649937, 1305167.0, 1305018.0)
(1305018.0, 1305018.92765, 0.51, 1305166.0, 1305018.0)
(1305167.0, 1305117.66667, 0.03, 1305167.0, 1305021.0)
(1305018.0, 1305019.54214, 0.916, 1305069.0, 1305018.0)
(1305018.0, 1305018.0, 0, 1305069.0, 1305018.0)
(1305168.0, 1305110.71691, 3.105, 1305168.0, 1305068.0)
(1305020.0, 1305042.49888, 2.235, 1305167.0, 1305020.0)
(1305150.0, 1305159.06417, 0.374, 1305167.0, 1305069.0)
(1305499.0, 1305209.95642, 8.04, 1305499.0, 1305020.0)
(1305093.0, 1305526.1518, 2.05, 1305187.0, 1305071.0)
(1305250.0, 1305190.0, 2.1, 1305489.0, 1305250.0)
(1305251.0, 1305552.3073, 1.01, 1305440.0, 1305251.0)
(1305250.0, 1305482.89988, 3.6116265, 1305561.0, 1305395.0)
(1305561.0, 1305541.95556, 0.45, 1305251.0, 1305250.0)
(1305562.0, 1305561.52028, 2.77179966, 1305562.0, 1305561.0)
(1305562.0, 1305561.9521, 3.57, 1305561.0, 1305371.0)
(1305580.0, 1305561.87555, 2.15339453, 1305590.0, 1305578.0)
(1306198.0, 1305976.23335, 3.2355, 1306198.0, 1305579.0)
(1306200.0, 1306198.781, 1.0, 1306200.0, 1305698.0)
(1306200.0, 1306240.78339, 2.161, 1306484.0, 1306200.0)
